dcff76e8b91f1627a6f92ed61a1795ba33c7f40f;2019-12-28;2020-01-15;18.5%;packages/compiler-cli/src/ngtsc/
dcff76e8b91f1627a6f92ed61a1795ba33c7f40f;2019-12-28;2020-01-15;12.8%;packages/compiler-cli/
dcff76e8b91f1627a6f92ed61a1795ba33c7f40f;2019-12-28;2020-01-15;64.2%;packages/
93c2df23bfd893fd0ff8c5e9c03b332b9b8e7124;2019-12-28;2020-01-15;14.2%;packages/bazel/
93c2df23bfd893fd0ff8c5e9c03b332b9b8e7124;2019-12-28;2020-01-15;14.2%;packages/localize/
93c2df23bfd893fd0ff8c5e9c03b332b9b8e7124;2019-12-28;2020-01-15;47.6%;packages/
85b5c365fcc855b1216db33aa33034a3e03252dc;2020-01-09;2020-01-15;66.6%;packages/compiler-cli/ngcc/src/dependencies/
85b5c365fcc855b1216db33aa33034a3e03252dc;2020-01-09;2020-01-15;33.3%;packages/compiler-cli/ngcc/test/dependencies/
c9f24e6a58ab558807260b8a1c25c6f20cd801ab;2020-01-11;2020-01-14;50.0%;.circleci/
c9f24e6a58ab558807260b8a1c25c6f20cd801ab;2020-01-11;2020-01-14;50.0%;scripts/ci/
f5a4de742839ea3a8e74bc565d0b3ef7e3e1d437;2020-01-08;2020-01-14;25.0%;aio/content/examples/observables-in-angular/
f5a4de742839ea3a8e74bc565d0b3ef7e3e1d437;2020-01-08;2020-01-14;25.0%;aio/content/examples/observables/
f5a4de742839ea3a8e74bc565d0b3ef7e3e1d437;2020-01-08;2020-01-14;25.0%;aio/content/examples/practical-observable-usage/
f5a4de742839ea3a8e74bc565d0b3ef7e3e1d437;2020-01-08;2020-01-14;25.0%;aio/content/examples/rx-library/
2019b2c91161a5010acdaf8e1a95ee770bd695f3;2020-01-08;2020-01-14;33.3%;packages/bazel/
1f79e624d15c65f6eeab7757830304068b262771;2019-11-09;2020-01-14;12.0%;integration/typings_test_ts37/
1f79e624d15c65f6eeab7757830304068b262771;2019-11-09;2020-01-14;28.0%;packages/
1f79e624d15c65f6eeab7757830304068b262771;2019-11-09;2020-01-14;12.0%;tools/public_api_guard/common/
1f79e624d15c65f6eeab7757830304068b262771;2019-11-09;2020-01-14;28.0%;tools/public_api_guard/
d7ea389c849679b97af774badd37edd38a068cab;2019-12-26;2020-01-14;75.0%;packages/language-service/src/
d7ea389c849679b97af774badd37edd38a068cab;2019-12-26;2020-01-14;25.0%;packages/language-service/test/
c3c72f689a22325ad165934c2e834ee6cb02d43d;2019-12-29;2020-01-14;20.0%;packages/compiler-cli/src/ngtsc/reflection/src/
c3c72f689a22325ad165934c2e834ee6cb02d43d;2019-12-29;2020-01-14;20.0%;packages/compiler-cli/src/ngtsc/reflection/test/
c3c72f689a22325ad165934c2e834ee6cb02d43d;2019-12-29;2020-01-14;20.0%;packages/compiler-cli/test/compliance/
c3c72f689a22325ad165934c2e834ee6cb02d43d;2019-12-29;2020-01-14;20.0%;packages/compiler-cli/test/ngtsc/
c3c72f689a22325ad165934c2e834ee6cb02d43d;2019-12-29;2020-01-14;20.0%;packages/core/test/acceptance/
9ceee07d83f1db731371edc0457d8819c4d49bc8;2019-08-08;2020-01-14;50.0%;packages/forms/src/directives/
9ceee07d83f1db731371edc0457d8819c4d49bc8;2019-08-08;2020-01-14;50.0%;tools/public_api_guard/forms/
ec147bd8394eefe2677edc01b8544c36f86330d4;2019-12-18;2020-01-14;92.3%;aio/content/images/bios/
b188b8c3ba92d3378c540af099c21bc925c8f64e;2019-12-18;2020-01-14;50.0%;aio/content/images/bios/
b188b8c3ba92d3378c540af099c21bc925c8f64e;2019-12-18;2020-01-14;50.0%;aio/content/marketing/
3fada8d100469e1bec668d8ca6a1b828f36d6c6f;2019-12-18;2020-01-14;50.0%;aio/content/images/bios/
3fada8d100469e1bec668d8ca6a1b828f36d6c6f;2019-12-18;2020-01-14;50.0%;aio/content/marketing/
475d07c72bad46990c79223284623cf94675309f;2019-12-18;2020-01-14;50.0%;aio/content/images/bios/
475d07c72bad46990c79223284623cf94675309f;2019-12-18;2020-01-14;50.0%;aio/content/marketing/
6cdfa73dd0109ca442ddd6863467da9f4a4b1485;2020-01-14;2020-01-14;66.6%;modules/benchmarks/src/styling/ng2/
6cdfa73dd0109ca442ddd6863467da9f4a4b1485;2020-01-14;2020-01-14;33.3%;modules/benchmarks/src/styling/
4f6924c622c88c566574251258e3fb13ee15fda4;2020-01-14;2020-01-14;66.6%;modules/benchmarks/src/styling/ng2/
4f6924c622c88c566574251258e3fb13ee15fda4;2020-01-14;2020-01-14;33.3%;modules/benchmarks/src/styling/
55047eaa1045b72c30e12a52099696558b1862f6;2020-01-14;2020-01-14;66.6%;modules/benchmarks/src/styling/ng2/
55047eaa1045b72c30e12a52099696558b1862f6;2020-01-14;2020-01-14;33.3%;modules/benchmarks/src/styling/
280aae6fc5b228f63e5b72ded07c294c0ba874cf;2019-12-03;2020-01-14;33.3%;packages/core/src/di/interface/
280aae6fc5b228f63e5b72ded07c294c0ba874cf;2019-12-03;2020-01-14;66.6%;packages/core/src/di/
277681096d78eba35783b31f871771b33d999e64;2019-12-18;2020-01-14;14.2%;integration/
277681096d78eba35783b31f871771b33d999e64;2019-12-18;2020-01-14;28.5%;packages/core/src/render3/
277681096d78eba35783b31f871771b33d999e64;2019-12-18;2020-01-14;28.5%;packages/core/test/acceptance/
277681096d78eba35783b31f871771b33d999e64;2019-12-18;2020-01-14;28.5%;packages/core/test/render3/
1a453872c894e0b58cbe66ea4dcdeb62010b8c5b;2020-01-06;2020-01-14;50.0%;packages/language-service/src/
1a453872c894e0b58cbe66ea4dcdeb62010b8c5b;2020-01-06;2020-01-14;50.0%;packages/language-service/test/
c8c6fd71537d90dc2036907fdf32fd696e52b231;2020-01-04;2020-01-14;33.3%;packages/language-service/src/
c8c6fd71537d90dc2036907fdf32fd696e52b231;2020-01-04;2020-01-14;66.6%;packages/language-service/test/
70056455925dadc7908149cfceef050eb6990781;2020-01-03;2020-01-14;33.3%;packages/language-service/src/
70056455925dadc7908149cfceef050eb6990781;2020-01-03;2020-01-14;66.6%;packages/language-service/test/
5260021447d395d75e9b0dbb7e364d2185e300b6;2019-12-26;2020-01-14;33.3%;packages/language-service/src/
5260021447d395d75e9b0dbb7e364d2185e300b6;2019-12-26;2020-01-14;66.6%;packages/language-service/test/
7d401853b52472fc0c58670141a69caa7cbd7994;2020-01-08;2020-01-13;50.0%;packages/core/src/debug/
7d401853b52472fc0c58670141a69caa7cbd7994;2020-01-08;2020-01-13;50.0%;packages/core/test/debug/
58f10026c4d1d55a96f517ee721ac694602a34c4;2020-01-10;2020-01-13;50.0%;aio/content/guide/
58f10026c4d1d55a96f517ee721ac694602a34c4;2020-01-10;2020-01-13;25.0%;packages/common/src/pipes/
58f10026c4d1d55a96f517ee721ac694602a34c4;2020-01-10;2020-01-13;25.0%;packages/core/src/i18n/
2f31ceca476dd3a76a72b5a6136dfee7c992dac8;2019-12-14;2020-01-13;49.9%;packages/common/locales/global/
2f31ceca476dd3a76a72b5a6136dfee7c992dac8;2019-12-14;2020-01-13;50.0%;packages/common/locales/
ed2f5e0efa0f8c6a03852fbfe71308b9aa1271f3;2019-12-14;2020-01-13;50.0%;packages/core/src/i18n/
ed2f5e0efa0f8c6a03852fbfe71308b9aa1271f3;2019-12-14;2020-01-13;25.0%;packages/core/test/i18n/
ed2f5e0efa0f8c6a03852fbfe71308b9aa1271f3;2019-12-14;2020-01-13;25.0%;tools/gulp-tasks/cldr/
ca1bc7e80b84e5a262381548da619528d0812336;2019-12-14;2020-01-13;11.1%;packages/common/src/pipes/
ca1bc7e80b84e5a262381548da619528d0812336;2019-12-14;2020-01-13;11.1%;packages/common/test/pipes/
ca1bc7e80b84e5a262381548da619528d0812336;2019-12-14;2020-01-13;22.2%;packages/core/src/i18n/
ca1bc7e80b84e5a262381548da619528d0812336;2019-12-14;2020-01-13;22.2%;packages/core/src/
ca1bc7e80b84e5a262381548da619528d0812336;2019-12-14;2020-01-13;11.1%;packages/core/test/
ca1bc7e80b84e5a262381548da619528d0812336;2019-12-14;2020-01-13;11.1%;tools/public_api_guard/common/
ca1bc7e80b84e5a262381548da619528d0812336;2019-12-14;2020-01-13;11.1%;tools/public_api_guard/core/
cfbb1a1e77b8adf11a857c8ff75dcb9460bba4c0;2019-12-05;2020-01-13;50.0%;packages/compiler-cli/ngcc/src/dependencies/
cfbb1a1e77b8adf11a857c8ff75dcb9460bba4c0;2019-12-05;2020-01-13;50.0%;packages/compiler-cli/ngcc/test/dependencies/
8de3c20e5099906194d6530ed297ba53516fddbf;2020-01-11;2020-01-13;33.3%;packages/core/src/render3/instructions/
8de3c20e5099906194d6530ed297ba53516fddbf;2020-01-11;2020-01-13;66.6%;packages/core/test/acceptance/
ebcd59ae4f43ab33d61622d0f26a0bae864d5b12;2019-12-07;2020-01-13;50.0%;aio/content/examples/property-binding/src/app/
ebcd59ae4f43ab33d61622d0f26a0bae864d5b12;2019-12-07;2020-01-13;50.0%;aio/content/tutorial/
55037d11075ec1ea7905412b6dd296b3786a3d99;2020-01-06;2020-01-13;10.0%;aio/content/guide/
55037d11075ec1ea7905412b6dd296b3786a3d99;2020-01-06;2020-01-13;10.0%;aio/content/
55037d11075ec1ea7905412b6dd296b3786a3d99;2020-01-06;2020-01-13;10.0%;aio/src/app/layout/footer/
55037d11075ec1ea7905412b6dd296b3786a3d99;2020-01-06;2020-01-13;10.0%;aio/src/
55037d11075ec1ea7905412b6dd296b3786a3d99;2020-01-06;2020-01-13;20.0%;packages/bazel/test/ng_package/
55037d11075ec1ea7905412b6dd296b3786a3d99;2020-01-06;2020-01-13;20.0%;packages/zone.js/
55037d11075ec1ea7905412b6dd296b3786a3d99;2020-01-06;2020-01-13;10.0%;packages/
5f1f42ba547545082b3f5ed223ebab4969696054;2020-01-08;2020-01-13;50.0%;modules/benchmarks/src/styling/ng2/
5f1f42ba547545082b3f5ed223ebab4969696054;2020-01-08;2020-01-13;50.0%;modules/benchmarks/src/styling/
3dee2244da60fcd4d24d57469ff93d32ee39da73;2019-12-06;2020-01-13;83.3%;modules/benchmarks/src/styling/ng2/
3dee2244da60fcd4d24d57469ff93d32ee39da73;2019-12-06;2020-01-13;16.6%;modules/benchmarks/src/styling/
bfe9bc912a7a9cafc181cc5b42e57d3aaeb4e0f9;2020-01-10;2020-01-13;50.0%;packages/language-service/src/
bfe9bc912a7a9cafc181cc5b42e57d3aaeb4e0f9;2020-01-10;2020-01-13;50.0%;packages/language-service/test/
6d534f10e69e0c7763bc44c108017eba1bd230b5;2019-12-27;2020-01-10;12.5%;packages/compiler-cli/ngcc/src/analysis/
6d534f10e69e0c7763bc44c108017eba1bd230b5;2019-12-27;2020-01-10;12.5%;packages/compiler-cli/ngcc/test/analysis/
6d534f10e69e0c7763bc44c108017eba1bd230b5;2019-12-27;2020-01-10;12.5%;packages/compiler-cli/src/ngtsc/annotations/src/
6d534f10e69e0c7763bc44c108017eba1bd230b5;2019-12-27;2020-01-10;12.5%;packages/compiler-cli/src/ngtsc/incremental/src/
6d534f10e69e0c7763bc44c108017eba1bd230b5;2019-12-27;2020-01-10;12.5%;packages/compiler-cli/src/ngtsc/incremental/
6d534f10e69e0c7763bc44c108017eba1bd230b5;2019-12-27;2020-01-10;12.5%;packages/compiler-cli/src/ngtsc/transform/src/
6d534f10e69e0c7763bc44c108017eba1bd230b5;2019-12-27;2020-01-10;25.0%;packages/compiler-cli/src/ngtsc/transform/test/
6d28a209e47ab91af31f9aca1a2cae7d6357185a;2020-01-09;2020-01-10;50.0%;packages/language-service/test/project/app/
6d28a209e47ab91af31f9aca1a2cae7d6357185a;2020-01-09;2020-01-10;50.0%;packages/language-service/test/
e88d652f2a2908db881373364757cd5d432b85c3;2020-01-10;2020-01-10;14.2%;packages/bazel/
e88d652f2a2908db881373364757cd5d432b85c3;2020-01-10;2020-01-10;14.2%;packages/localize/
e88d652f2a2908db881373364757cd5d432b85c3;2020-01-10;2020-01-10;47.6%;packages/
538d0446b5f5e42bd87da12d8c6120314ba537c2;2020-01-10;2020-01-10;17.3%;packages/compiler-cli/src/ngtsc/
538d0446b5f5e42bd87da12d8c6120314ba537c2;2020-01-10;2020-01-10;13.0%;packages/compiler-cli/
538d0446b5f5e42bd87da12d8c6120314ba537c2;2020-01-10;2020-01-10;65.2%;packages/
7e9ac7650b982b09a070e89cf61f813318885ba3;2020-01-10;2020-01-10;66.6%;scripts/release/
7e9ac7650b982b09a070e89cf61f813318885ba3;2020-01-10;2020-01-10;33.3%;scripts/
7eddbe5d7f4f4a7e760d7e1f75bebfa91a4e78ef;2020-01-10;2020-01-10;25.0%;integration/bazel/src/
7eddbe5d7f4f4a7e760d7e1f75bebfa91a4e78ef;2020-01-10;2020-01-10;37.5%;integration/bazel/
7eddbe5d7f4f4a7e760d7e1f75bebfa91a4e78ef;2020-01-10;2020-01-10;12.5%;packages/bazel/src/builders/files/src/
7eddbe5d7f4f4a7e760d7e1f75bebfa91a4e78ef;2020-01-10;2020-01-10;12.5%;packages/bazel/src/builders/files/
7eddbe5d7f4f4a7e760d7e1f75bebfa91a4e78ef;2020-01-10;2020-01-10;12.5%;packages/bazel/src/schematics/ng-add/
6e5774b9a0993ff1b2be6bd0b5b8e29bb3b794f7;2020-01-10;2020-01-10;18.7%;integration/bazel/
6e5774b9a0993ff1b2be6bd0b5b8e29bb3b794f7;2020-01-10;2020-01-10;12.5%;packages/bazel/src/
6e5774b9a0993ff1b2be6bd0b5b8e29bb3b794f7;2020-01-10;2020-01-10;31.2%;packages/zone.js/test/
6e5774b9a0993ff1b2be6bd0b5b8e29bb3b794f7;2020-01-10;2020-01-10;12.5%;packages/
5e60215470ee32c52a35bf77d479d55d52b96c91;2020-01-10;2020-01-10;19.6%;packages/compiler-cli/src/ngtsc/
5e60215470ee32c52a35bf77d479d55d52b96c91;2020-01-10;2020-01-10;14.7%;packages/compiler-cli/
5e60215470ee32c52a35bf77d479d55d52b96c91;2020-01-10;2020-01-10;63.9%;packages/
b788c36909d0d87d0353ca4d11465834b0c23f31;2020-01-10;2020-01-10;10.0%;packages/core/test/render3/
b788c36909d0d87d0353ca4d11465834b0c23f31;2020-01-10;2020-01-10;50.0%;packages/zone.js/test/
b788c36909d0d87d0353ca4d11465834b0c23f31;2020-01-10;2020-01-10;30.0%;tools/testing/
b788c36909d0d87d0353ca4d11465834b0c23f31;2020-01-10;2020-01-10;10.0%;tools/
66fbc2a1b83d60094b5c6c99d3799c8027b573e7;2020-01-10;2020-01-10;33.3%;packages/bazel/src/builders/files/src/
66fbc2a1b83d60094b5c6c99d3799c8027b573e7;2020-01-10;2020-01-10;33.3%;tools/ng_rollup_bundle/
66fbc2a1b83d60094b5c6c99d3799c8027b573e7;2020-01-10;2020-01-10;33.3%;tools/
24679d86763680e049e73a798c9ff1529239d4c4;2020-01-10;2020-01-10;14.2%;packages/compiler-cli/
24679d86763680e049e73a798c9ff1529239d4c4;2020-01-10;2020-01-10;14.2%;packages/compiler/test/
24679d86763680e049e73a798c9ff1529239d4c4;2020-01-10;2020-01-10;14.2%;packages/core/test/
24679d86763680e049e73a798c9ff1529239d4c4;2020-01-10;2020-01-10;54.7%;packages/
2f810b2c1f44fc41d4fb518e1dcb315c04420ce4;2020-01-10;2020-01-10;50.0%;tools/ts-api-guardian/test/
2f810b2c1f44fc41d4fb518e1dcb315c04420ce4;2020-01-10;2020-01-10;50.0%;tools/ts-api-guardian/
475ffd67f57b0f166639728184775f2d988c8714;2019-12-02;2020-01-10;33.3%;.github/
475ffd67f57b0f166639728184775f2d988c8714;2019-12-02;2020-01-10;33.3%;aio/content/guide/
475ffd67f57b0f166639728184775f2d988c8714;2019-12-02;2020-01-10;33.3%;aio/content/
7a63e4f7d5b3a59a1ae45340cdd72ffb8b22730c;2020-01-08;2020-01-10;50.0%;tools/ts-api-guardian/test/
7a63e4f7d5b3a59a1ae45340cdd72ffb8b22730c;2020-01-08;2020-01-10;50.0%;tools/ts-api-guardian/
79a0d007b4e892dd988a8ef697e6d3436ea8391c;2020-01-08;2020-01-10;14.2%;packages/compiler-cli/
79a0d007b4e892dd988a8ef697e6d3436ea8391c;2020-01-08;2020-01-10;14.2%;packages/compiler/test/
79a0d007b4e892dd988a8ef697e6d3436ea8391c;2020-01-08;2020-01-10;14.2%;packages/core/test/
79a0d007b4e892dd988a8ef697e6d3436ea8391c;2020-01-08;2020-01-10;54.7%;packages/
67044ef55d98693e1cb9ec66cb986fc4a60c5467;2020-01-08;2020-01-10;33.3%;packages/bazel/src/builders/files/src/
67044ef55d98693e1cb9ec66cb986fc4a60c5467;2020-01-08;2020-01-10;33.3%;tools/ng_rollup_bundle/
67044ef55d98693e1cb9ec66cb986fc4a60c5467;2020-01-08;2020-01-10;33.3%;tools/
c3e843995434ace3e0a96faa950cd13f3ee90fbb;2020-01-08;2020-01-10;10.0%;packages/core/test/render3/
c3e843995434ace3e0a96faa950cd13f3ee90fbb;2020-01-08;2020-01-10;50.0%;packages/zone.js/test/
c3e843995434ace3e0a96faa950cd13f3ee90fbb;2020-01-08;2020-01-10;30.0%;tools/testing/
c3e843995434ace3e0a96faa950cd13f3ee90fbb;2020-01-08;2020-01-10;10.0%;tools/
da4782e67f662d37dccb89f9c642897c1266f4ce;2020-01-07;2020-01-10;19.6%;packages/compiler-cli/src/ngtsc/
da4782e67f662d37dccb89f9c642897c1266f4ce;2020-01-07;2020-01-10;14.7%;packages/compiler-cli/
da4782e67f662d37dccb89f9c642897c1266f4ce;2020-01-07;2020-01-10;63.9%;packages/
8042433cb09098c658fdec39c49edaeac2ac2c1d;2020-01-02;2020-01-10;18.7%;integration/bazel/
8042433cb09098c658fdec39c49edaeac2ac2c1d;2020-01-02;2020-01-10;12.5%;packages/bazel/src/
8042433cb09098c658fdec39c49edaeac2ac2c1d;2020-01-02;2020-01-10;31.2%;packages/zone.js/test/
8042433cb09098c658fdec39c49edaeac2ac2c1d;2020-01-02;2020-01-10;12.5%;packages/
7203169c3d04b420d96ac4531137cd430d05e6cb;2019-11-27;2020-01-10;25.0%;integration/bazel/src/
7203169c3d04b420d96ac4531137cd430d05e6cb;2019-11-27;2020-01-10;37.5%;integration/bazel/
7203169c3d04b420d96ac4531137cd430d05e6cb;2019-11-27;2020-01-10;12.5%;packages/bazel/src/builders/files/src/
7203169c3d04b420d96ac4531137cd430d05e6cb;2019-11-27;2020-01-10;12.5%;packages/bazel/src/builders/files/
7203169c3d04b420d96ac4531137cd430d05e6cb;2019-11-27;2020-01-10;12.5%;packages/bazel/src/schematics/ng-add/
053b23d902afc356d50f813bd1e3ab6b606554a6;2019-12-29;2020-01-10;66.6%;scripts/release/
053b23d902afc356d50f813bd1e3ab6b606554a6;2019-12-29;2020-01-10;33.3%;scripts/
9bb349e1c8089ee29b82c7234a11ad4256f1d06f;2019-12-28;2020-01-10;17.3%;packages/compiler-cli/src/ngtsc/
9bb349e1c8089ee29b82c7234a11ad4256f1d06f;2019-12-28;2020-01-10;13.0%;packages/compiler-cli/
9bb349e1c8089ee29b82c7234a11ad4256f1d06f;2019-12-28;2020-01-10;65.2%;packages/
cb6ffa1211bafe35debf6f74f0caee0e2efc420a;2019-12-28;2020-01-10;14.2%;packages/bazel/
